City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Ghaziabad,Kaushambi,1007,1,2,1,No,3,24,12,Unfurnished,East,No,Yes,No,Yes,No,Yes,6.63,7.74,4.81,4.3,9.61,1.89,9485373
Noida,Sector 150,1543,5,5,3,No,1,2,19,Semi-Furnished,West,No,No,No,No,No,No,9.12,1.21,5.63,4.25,12.47,16.62,16731530
Faridabad,Green Fields,3274,5,5,3,No,23,25,17,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,10.95,4.74,5.92,6.91,5.05,3.11,19382240
Gurugram,DLF Phase 1,2185,4,3,0,Yes,20,25,3,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,1.5,7.43,3.65,2.13,7.72,7.55,36550548
Noida,Sector 137,4394,4,3,1,No,23,26,19,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,11.25,2.86,2.57,2.71,3.09,2.49,32826621
Faridabad,Sector 21,1821,2,1,2,Yes,0,14,12,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,7.22,3.13,1.22,1.73,4.04,5.47,15534393
Delhi,Saket,3586,3,2,3,Yes,24,27,1,Semi-Furnished,South,Yes,Yes,No,Yes,No,Yes,7.08,2.4,4.11,9.13,10.22,6.82,64469079
Gurugram,Sector 57,1944,3,2,0,Yes,21,28,11,Semi-Furnished,West,No,Yes,No,Yes,Yes,No,1.4,2.18,5.88,7.99,8.47,6.55,27622942
Gurugram,Sector 57,4133,4,3,2,Yes,9,11,20,Unfurnished,South,Yes,Yes,Yes,Yes,No,No,1.22,1.14,5.14,5.21,12.41,4,57466335
Greater Noida,Pari Chowk,3370,3,2,1,Yes,8,13,5,Semi-Furnished,East,No,Yes,Yes,Yes,No,Yes,4.67,5.44,3.56,9.56,3.45,8.78,31653517
Ghaziabad,Vaishali,2474,4,3,1,Yes,6,8,15,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,7.83,1.84,3.56,2.71,9.59,18.11,18236468
Gurugram,Golf Course Road,4279,2,2,0,No,21,28,25,Semi-Furnished,West,No,Yes,Yes,Yes,No,Yes,11.52,0.58,1.49,8.38,2.18,2.15,40183896
Greater Noida,Knowledge Park,1124,3,3,2,No,9,14,16,Fully Furnished,South,No,Yes,Yes,Yes,Yes,No,0.89,6.84,2.89,9.9,13.3,19.69,10127601
Greater Noida,Gamma 1,583,5,5,1,No,21,30,22,Unfurnished,West,Yes,Yes,Yes,No,No,No,4.37,2.23,4.26,2.58,12.97,15.87,6160968
Delhi,Rohini,4069,2,1,3,Yes,4,16,21,Semi-Furnished,West,No,Yes,No,No,Yes,No,10.12,3.79,0.8,5.32,11.3,19.5,51192067
Greater Noida,Alpha 1,3940,5,5,2,No,18,25,13,Fully Furnished,North,No,Yes,No,Yes,Yes,Yes,7.93,2.24,0.54,8.66,12.67,12.44,38567305
Faridabad,Sector 21,3232,1,1,3,No,12,27,20,Unfurnished,East,Yes,Yes,No,No,Yes,No,1.5,2.33,2.02,6.96,1.26,12.76,22478804
Ghaziabad,Kaushambi,2655,3,2,3,No,16,25,3,Semi-Furnished,East,No,Yes,No,No,No,No,4.16,7.5,1.19,7.07,14.15,18.05,25390336
Delhi,Dwarka,561,4,4,3,No,13,19,7,Unfurnished,North,No,Yes,Yes,No,Yes,Yes,2.41,3.83,2.51,5.15,7.05,19.16,11633809
Faridabad,Green Fields,1513,1,1,0,No,17,28,25,Unfurnished,South,No,Yes,Yes,No,No,Yes,7.44,7.6,1.07,2.53,11.02,12.54,11210604
Ghaziabad,Kaushambi,3635,1,1,1,No,17,19,24,Semi-Furnished,West,No,Yes,Yes,No,No,No,1.06,2.46,1.49,0.73,11.36,4.61,28547352
Greater Noida,Beta 2,1749,1,1,2,No,14,16,18,Unfurnished,East,Yes,Yes,No,Yes,Yes,Yes,1.76,0.84,2.67,7.19,1.92,8.76,18361889
Gurugram,DLF Phase 1,3783,3,3,0,No,9,14,19,Unfurnished,West,Yes,Yes,Yes,Yes,No,No,7.21,3.14,2.8,4.59,6.37,15.51,38843130
Delhi,Dwarka,3413,1,1,3,No,16,22,9,Semi-Furnished,West,No,Yes,Yes,Yes,No,Yes,2.09,3.78,5.96,0.87,9.99,2.77,61783209
Delhi,Saket,2713,1,2,2,No,10,23,1,Fully Furnished,North,No,Yes,No,No,Yes,No,7.91,6.92,0.9,4.53,0.9,15.92,29828148
Gurugram,Sector 57,1926,5,5,0,No,13,17,8,Unfurnished,West,Yes,Yes,No,Yes,Yes,No,0.15,0.78,5.05,1.21,2.55,8.32,34744314
Greater Noida,Pari Chowk,930,4,4,1,Yes,6,16,24,Unfurnished,East,No,Yes,No,No,No,No,8.96,7.28,2.93,2.34,13.3,5.51,8810127
Ghaziabad,Kaushambi,1067,2,1,0,No,5,21,19,Unfurnished,South,No,Yes,No,No,Yes,Yes,0.72,2.95,2,5.74,3.11,9.78,7608504
Greater Noida,Beta 2,2947,1,2,0,Yes,4,5,8,Semi-Furnished,East,No,Yes,No,Yes,No,No,1.85,7.3,0.76,0.93,1.08,11.41,20243462
Ghaziabad,Kaushambi,1680,3,3,2,No,25,28,22,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,9.16,2.09,3.1,8.19,8.11,6.48,14082231
Greater Noida,Knowledge Park,2785,2,2,3,No,8,18,4,Semi-Furnished,West,No,Yes,Yes,No,Yes,No,10.44,0.45,3.19,3.15,5.94,15.89,28308147
Greater Noida,Knowledge Park,1575,1,1,1,Yes,22,28,9,Fully Furnished,South,No,Yes,Yes,Yes,No,No,11.01,2.31,3.14,0.83,10.27,7.95,9945413
Greater Noida,Knowledge Park,1305,1,2,3,Yes,2,29,10,Fully Furnished,West,Yes,Yes,No,No,Yes,No,11.43,7.53,5.72,2.52,14.91,9.88,12662672
Delhi,Rohini,1902,1,1,1,No,19,26,19,Unfurnished,North,Yes,Yes,Yes,No,No,No,4.49,0.28,5.69,2.18,2.12,11.22,20886214
Ghaziabad,Raj Nagar,3549,1,2,1,Yes,2,13,2,Unfurnished,North,No,Yes,No,No,No,No,10.89,3.2,5.65,6.55,10.44,15.66,29432112
Ghaziabad,Crossings Republik,2214,4,4,3,No,14,29,17,Semi-Furnished,West,No,Yes,Yes,No,No,No,6.02,0.54,1.31,8.72,5.9,11.55,17339067
Noida,Sector 137,4166,3,2,0,Yes,7,8,14,Unfurnished,South,No,Yes,No,No,Yes,No,1.46,2.93,4.49,7.98,10.61,10.8,56056367
Faridabad,Sector 15,817,3,2,1,No,25,30,18,Semi-Furnished,West,No,Yes,No,Yes,No,No,0.67,3.5,1.39,4.67,8.45,10.41,6856371
Noida,Sector 150,2878,1,2,3,No,17,27,23,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,11.91,3.42,4.42,5.26,8.2,11.55,22546161
Ghaziabad,Indirapuram,3922,2,1,3,No,11,27,15,Fully Furnished,East,No,Yes,No,No,No,No,3.27,1.83,2.06,3.65,3.62,15.89,25278981
Greater Noida,Gamma 1,2091,3,2,2,Yes,23,29,6,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,2.51,4.95,4.65,2.67,4.62,1.27,17276934
Gurugram,DLF Phase 3,3170,3,2,0,Yes,16,27,10,Unfurnished,North,No,Yes,Yes,No,No,Yes,8.72,1.11,0.8,8.43,11.54,18.51,34896435
Greater Noida,Beta 2,4483,2,1,0,No,1,15,15,Fully Furnished,North,No,Yes,No,No,No,No,2.84,7.73,5.38,4.56,0.23,1.99,27668871
Greater Noida,Knowledge Park,1232,3,2,3,No,7,11,7,Semi-Furnished,North,No,Yes,Yes,No,Yes,Yes,9.07,2.39,2.43,6.86,11.47,3.52,10225932
Gurugram,Sohna Road,4248,3,3,3,No,11,13,4,Fully Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,7,0.65,3.97,9.54,10.71,14.93,65146716
Gurugram,Sector 57,3757,5,4,2,Yes,4,9,22,Fully Furnished,South,Yes,Yes,No,No,Yes,No,10.16,0.69,4.85,1.01,7.23,14.46,49519986
Gurugram,DLF Phase 3,2912,1,2,3,No,16,26,1,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,6.56,4.44,1.86,2.93,7.23,8.22,46652242
Faridabad,NIT,3857,1,1,2,No,16,17,22,Unfurnished,South,No,Yes,No,No,Yes,No,5.63,0.51,2.52,9.91,10.39,4.45,17964372
Noida,Sector 137,2776,3,2,2,No,0,29,18,Unfurnished,West,Yes,Yes,No,No,No,No,10.64,1.03,2,8.19,9.2,12.09,29107354
Noida,Sector 78,3576,1,1,3,No,16,21,14,Unfurnished,North,Yes,Yes,Yes,No,No,Yes,6.64,3.36,0.8,6.35,1.51,17.1,38793847
Greater Noida,Gamma 1,1732,3,3,2,No,0,16,22,Unfurnished,East,No,Yes,Yes,No,No,Yes,10.26,5.99,4.51,6.68,11.21,18.08,10411957
Ghaziabad,Vaishali,1625,2,1,0,No,23,27,24,Fully Furnished,North,No,Yes,Yes,Yes,Yes,No,4.68,6.38,1.6,5.79,14.9,5.38,10326578
Delhi,Saket,2397,5,4,0,Yes,24,30,14,Semi-Furnished,East,Yes,Yes,No,No,No,No,10.39,2.93,4,5.13,12.92,16.4,31150569
Greater Noida,Knowledge Park,1553,5,4,3,Yes,21,23,18,Unfurnished,North,No,Yes,Yes,No,No,Yes,6.41,7.7,3.79,8.45,9.94,9.12,13928579
Ghaziabad,Kaushambi,3134,2,1,2,Yes,17,24,2,Unfurnished,West,Yes,Yes,No,No,No,Yes,2.92,5.65,4.65,0.72,8.71,10.58,19267733
Noida,Sector 50,867,2,2,0,No,20,21,23,Fully Furnished,South,Yes,Yes,Yes,No,No,Yes,3.22,0.49,0.29,9.27,8.25,12.2,13105192
Noida,Sector 78,1977,4,4,0,No,12,18,2,Unfurnished,East,Yes,Yes,Yes,Yes,No,Yes,11.77,4.31,1.74,2.95,6.8,15.44,22900369
Ghaziabad,Vaishali,597,5,5,1,Yes,22,26,2,Semi-Furnished,South,No,Yes,Yes,No,No,No,11.68,6.37,3.59,1.4,4.97,2.76,6081494
Delhi,Saket,2295,4,4,1,Yes,8,13,10,Unfurnished,North,No,Yes,No,No,Yes,No,7.84,1.71,3.04,8.62,11.43,3.5,33011355
Greater Noida,Knowledge Park,3146,5,5,0,No,21,29,5,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,No,11.92,2.11,2.94,8.14,6.59,10.29,27637325
Noida,Sector 50,1891,1,2,2,Yes,9,24,6,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,6.03,3.72,0.65,5.19,9.23,19.51,16047347
Delhi,Dwarka,1806,3,2,2,Yes,12,19,0,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,7.95,4.37,4.59,5.03,5.74,11.65,26353522
Delhi,Dwarka,3497,2,2,1,No,7,30,16,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,10.78,6.74,1.96,8.29,2.5,7.3,43455828
Greater Noida,Pari Chowk,3285,4,3,2,No,6,27,7,Unfurnished,East,No,Yes,Yes,No,No,No,7.5,0.62,1.84,7,14.33,13,19696596
Faridabad,Sector 15,1724,5,4,0,Yes,11,12,14,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,3.72,3.41,5.54,2.24,9.03,16.2,10884436
Noida,Sector 150,1973,3,3,3,Yes,21,30,7,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,4.43,2.62,2.09,1.45,10.23,6.71,28309911
Gurugram,DLF Phase 3,618,5,5,2,Yes,13,26,25,Fully Furnished,South,Yes,Yes,Yes,Yes,No,Yes,0.77,7.15,3.32,7,9.46,4.06,9127387
Gurugram,DLF Phase 3,1608,3,3,3,Yes,16,24,3,Unfurnished,West,Yes,Yes,No,No,Yes,No,10.12,0.97,2.51,1.41,8.35,6.16,24108799
Ghaziabad,Kaushambi,3285,2,1,1,No,23,25,16,Unfurnished,East,No,Yes,No,No,No,Yes,1.57,1.17,3.43,2.41,10.79,15.82,25935969
Greater Noida,Pari Chowk,2409,1,1,2,Yes,6,7,12,Semi-Furnished,North,No,Yes,No,Yes,No,No,3.76,6.74,4.51,7.38,3.92,12.3,17425754
Greater Noida,Beta 2,1927,4,4,0,Yes,25,26,9,Unfurnished,West,Yes,Yes,Yes,Yes,Yes,No,6.79,7.14,0.27,1.93,5.88,9.38,13690658
Delhi,Janakpuri,912,5,5,3,Yes,5,29,15,Semi-Furnished,South,Yes,Yes,Yes,No,No,No,11.71,2.6,5.63,9.94,13.8,16.04,14926513
Gurugram,Sohna Road,1841,5,4,1,No,10,28,2,Semi-Furnished,West,No,Yes,Yes,No,No,No,1.43,0.87,1.54,6.56,10.13,6.88,31036388
Faridabad,Sector 15,2354,5,4,2,Yes,12,26,9,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,6.96,5.51,3.63,4.79,12.89,13.87,19045961
Gurugram,DLF Phase 1,3037,1,1,1,No,0,11,3,Fully Furnished,West,No,Yes,Yes,Yes,Yes,No,5.5,2.52,4.28,0.52,6.26,19.34,39842112
Gurugram,Sohna Road,1984,3,3,3,Yes,8,26,20,Unfurnished,East,Yes,Yes,No,Yes,Yes,No,0.34,4.19,4.12,2.62,6.46,10.65,31014206
Greater Noida,Knowledge Park,797,1,1,2,No,20,21,11,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,8.53,6.98,5.02,8.62,12.39,14.99,7124556
Faridabad,Green Fields,1019,3,2,0,No,20,27,24,Semi-Furnished,West,No,Yes,No,Yes,No,No,3.07,6.25,2.68,5.53,3,7.29,6969322
Greater Noida,Pari Chowk,3738,2,1,1,No,10,15,25,Semi-Furnished,North,Yes,Yes,Yes,No,No,Yes,0.81,2.94,5.64,4.3,4.62,0.96,26943618
Delhi,Pitampura,3853,4,4,1,No,5,14,8,Unfurnished,West,No,Yes,No,No,No,Yes,6.44,7.4,0.67,1.79,4.37,14.31,60922671
Gurugram,Sohna Road,1017,5,4,0,No,8,11,25,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,6.05,2.44,5.22,5.37,1.58,12.77,15024022
Greater Noida,Alpha 1,3100,2,1,1,No,7,19,13,Fully Furnished,West,Yes,Yes,Yes,No,No,No,7.14,3.94,0.59,1.48,11.63,8.46,21870290
Noida,Sector 62,1211,2,1,1,No,6,17,14,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,10.32,6.06,5.93,3.57,12.25,9.64,12931050
Gurugram,Golf Course Road,4153,4,3,2,Yes,0,17,9,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,0.16,0.23,0.42,6.18,1.18,18.08,72804591
Gurugram,DLF Phase 3,2971,5,4,1,Yes,16,28,24,Fully Furnished,South,No,Yes,Yes,Yes,Yes,Yes,10.6,7.47,1.19,5.34,0.7,9.45,34451148
Gurugram,Sohna Road,3852,5,5,2,No,13,25,2,Fully Furnished,South,Yes,Yes,Yes,No,Yes,No,8.75,2.42,5.16,6.88,12.51,14.53,46797152
Ghaziabad,Indirapuram,3869,1,1,3,No,15,17,9,Unfurnished,North,Yes,Yes,Yes,No,Yes,Yes,6.24,2.35,2.31,8.65,9.21,8.7,24179993
Noida,Sector 150,2621,4,3,0,No,21,26,8,Unfurnished,West,No,Yes,Yes,Yes,No,Yes,11.4,4.47,4.51,8.33,11.04,6.88,24701965
Faridabad,Sector 15,1807,4,4,3,No,20,24,19,Fully Furnished,West,Yes,Yes,Yes,No,No,Yes,10.79,6.14,4.17,9.22,6.18,18.91,11893967
Noida,Sector 50,2960,1,2,1,Yes,21,24,21,Fully Furnished,West,No,Yes,Yes,No,Yes,No,8.06,4.89,3.09,3.92,2.84,11.28,37131358
Ghaziabad,Kaushambi,3149,3,3,2,Yes,24,25,8,Fully Furnished,North,Yes,Yes,No,No,Yes,Yes,8.74,1.03,4.68,5.92,13.57,1.97,25733517
Gurugram,Sohna Road,2527,3,3,3,No,9,23,1,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,4.9,0.34,5.87,1.84,1.91,14.19,25974897
Noida,Sector 62,4462,5,4,1,Yes,17,21,5,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,2.41,6.51,1.51,0.96,4.67,16.33,50255691
Ghaziabad,Indirapuram,1040,3,2,3,No,12,25,2,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,2.39,0.27,3.73,6.78,2.38,12.72,10986477
Delhi,Saket,1085,1,1,0,No,21,24,2,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,7.08,5.27,5.14,5.27,10.56,11.45,12045938
Ghaziabad,Crossings Republik,2414,4,3,1,No,2,29,3,Semi-Furnished,South,Yes,Yes,No,No,No,No,4.2,1.78,3.58,8.99,10.33,4.05,21155816
Noida,Sector 78,1562,5,4,1,No,14,29,22,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,No,3.2,1.34,2.9,8.04,13.42,2.9,21609042
Delhi,Saket,2010,2,2,3,Yes,16,22,18,Semi-Furnished,East,No,Yes,No,Yes,No,No,7.8,7.38,1.61,2.16,3.31,15.63,25077848
Delhi,Rohini,1615,5,4,3,Yes,10,21,22,Semi-Furnished,North,No,Yes,No,Yes,No,No,9.59,5.03,3.17,0.56,10.46,15.27,23740179
Greater Noida,Pari Chowk,988,5,4,2,No,18,21,18,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,2.3,2.61,2.32,7.78,12.2,9.25,10238458
Gurugram,DLF Phase 3,466,4,4,1,No,6,8,6,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,6.31,4.15,5.11,2.23,3.18,12.37,6436476
Ghaziabad,Crossings Republik,1844,2,2,1,Yes,19,26,15,Semi-Furnished,West,Yes,Yes,Yes,No,No,Yes,2.2,5.38,5.39,7.8,10.25,19.56,12916213
Delhi,Janakpuri,2845,2,2,1,Yes,22,25,10,Fully Furnished,West,No,Yes,Yes,Yes,Yes,No,1.86,6.98,3.2,7.62,12.95,18.25,48711779
Delhi,Rohini,4263,4,3,1,Yes,6,10,14,Fully Furnished,South,No,Yes,Yes,No,No,Yes,5.39,2.76,1.21,1.24,9.55,5.44,59690542
Ghaziabad,Kaushambi,1627,3,2,1,Yes,16,23,21,Fully Furnished,East,No,Yes,Yes,No,Yes,No,0.51,0.98,3.59,7.67,13.97,0.95,12740819
Gurugram,Sector 57,3792,5,4,2,No,0,22,21,Unfurnished,West,No,Yes,No,No,No,No,3.94,4.75,5.78,4.28,6.55,7.24,64953395
Gurugram,Sector 57,4443,2,1,1,No,25,27,2,Semi-Furnished,North,No,Yes,No,Yes,No,No,8.57,4.19,1.71,7.9,2.35,12.68,54084581
Faridabad,Sector 21,2341,1,2,2,Yes,12,27,23,Unfurnished,North,No,Yes,No,No,Yes,Yes,7.35,4.54,2.32,1.12,0.84,13.97,10522152
Delhi,Dwarka,611,4,4,0,Yes,7,15,5,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,Yes,0.33,6.98,2.3,4.89,9.51,19.27,9431258
Greater Noida,Pari Chowk,4481,1,1,3,No,4,8,9,Unfurnished,South,Yes,Yes,Yes,No,No,Yes,0.28,2.39,5.18,4.56,11.8,1.67,31042600
Gurugram,Golf Course Road,4146,1,1,0,No,13,19,7,Semi-Furnished,West,No,Yes,Yes,No,No,No,0.38,4.06,3.99,7.36,9.07,3.68,55515688
Greater Noida,Knowledge Park,3505,3,2,3,No,13,18,15,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,4.64,4.38,5.82,5.54,6.33,5.84,36497253
Greater Noida,Pari Chowk,836,3,3,2,Yes,8,12,19,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,7.83,0.94,3.85,0.77,1.83,5.44,7533807
Delhi,Dwarka,1761,2,1,1,No,3,15,4,Unfurnished,North,Yes,Yes,Yes,No,No,No,0.38,3.39,5.75,2.87,1.23,6.1,19267452
Ghaziabad,Kaushambi,2961,2,2,1,Yes,3,30,12,Unfurnished,East,Yes,Yes,No,No,Yes,Yes,2.13,7.87,5.69,6.44,1.95,15.36,26922384
Faridabad,NIT,3962,1,1,1,No,12,21,18,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,No,4.83,5.47,1.4,7.41,4.53,18.69,27759074
Greater Noida,Gamma 1,3659,3,3,2,No,20,29,9,Semi-Furnished,North,No,Yes,Yes,No,No,Yes,2.32,1.72,5.98,9.32,14.54,10.52,38257863
Delhi,Janakpuri,1948,3,3,3,Yes,9,15,20,Unfurnished,West,No,Yes,No,Yes,No,No,9.89,3.32,5.34,3.48,5.04,15.29,18729693
Noida,Sector 78,2047,5,4,3,Yes,24,30,7,Fully Furnished,East,No,Yes,No,Yes,No,Yes,4.78,6.64,5.24,1.77,4.29,8.38,22761681
Greater Noida,Knowledge Park,2923,4,3,0,Yes,16,21,22,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,8.69,2.73,1.4,6.1,6.54,3.67,28200058
Faridabad,Sector 37,758,1,1,2,No,17,18,23,Semi-Furnished,East,No,Yes,Yes,No,Yes,Yes,1.13,5.78,0.69,2.92,14.09,10.82,6391599
Greater Noida,Gamma 1,4327,5,4,2,No,3,24,2,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,2.01,0.92,5.89,7.1,10.91,16.9,32046279
Greater Noida,Knowledge Park,3525,2,2,0,Yes,16,24,22,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,Yes,5.13,2.73,5.38,4.07,2.47,11.54,34135568
Faridabad,Sector 37,4378,2,2,1,No,2,22,3,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,No,1.43,6.51,0.42,3.34,14.17,14.61,22151273
Noida,Sector 78,1828,3,2,3,No,9,28,22,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,Yes,6.67,0.49,5.51,3.98,14.51,18.09,24571076
Greater Noida,Pari Chowk,3129,4,4,3,No,19,21,20,Unfurnished,East,No,Yes,No,Yes,No,Yes,1.91,7.62,2.77,9.03,0.46,18.93,29664632
Ghaziabad,Kaushambi,2629,3,3,2,No,23,25,11,Semi-Furnished,North,No,Yes,Yes,No,No,No,5.67,0.24,4.1,9.88,14.71,16.2,21797518
Ghaziabad,Indirapuram,1090,1,2,1,No,4,5,16,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,No,2.87,0.65,3.04,4.25,0.89,14.26,9715682
Gurugram,Sector 57,3434,4,4,2,No,1,5,25,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,10.87,0.72,4.57,0.7,10.75,7.2,51499049
Ghaziabad,Kaushambi,2228,3,2,0,Yes,15,28,8,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,11.76,4.64,4.13,6.84,6.65,4.87,18781477
Noida,Sector 150,2576,2,2,1,No,15,25,14,Semi-Furnished,East,No,Yes,Yes,Yes,No,Yes,7.95,2.92,5.96,8.24,11.74,11.9,23197045
Gurugram,Golf Course Road,798,3,3,2,No,3,5,5,Semi-Furnished,East,No,Yes,No,Yes,Yes,Yes,7.56,2.98,4.06,8.04,5.32,2.42,12806339
Faridabad,NIT,706,3,2,2,No,7,8,8,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,1.19,3.28,2.11,5.14,9.09,1.28,7679179
Delhi,Pitampura,1360,1,2,3,Yes,5,19,14,Semi-Furnished,West,No,Yes,No,No,No,No,0.76,3.28,0.83,4.88,7.65,15.55,14236703
Delhi,Janakpuri,4060,3,2,3,No,23,30,12,Fully Furnished,East,Yes,Yes,Yes,No,Yes,Yes,4.55,5.91,2.73,8.24,8.58,2.04,71773333
Greater Noida,Alpha 1,1299,1,2,3,Yes,23,24,3,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,1.33,1.8,1.61,7.17,13.32,8.86,11230747
Gurugram,Golf Course Road,1421,4,3,0,Yes,16,24,7,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,No,3.62,4.59,5.63,4.41,13.16,1.4,15389431
Delhi,Janakpuri,1907,4,4,3,Yes,0,20,3,Semi-Furnished,East,Yes,Yes,No,No,No,No,7.68,3.52,2.37,1.89,5.85,7.25,27668441
Ghaziabad,Kaushambi,4097,5,4,3,No,17,20,10,Semi-Furnished,South,No,Yes,No,Yes,Yes,No,5.97,3.28,5.17,5.09,1.18,15.99,24194067
Ghaziabad,Raj Nagar,3850,3,2,0,No,5,30,20,Unfurnished,West,Yes,Yes,No,No,No,No,6.73,7.95,4.08,3.47,2.82,19.43,28822444
Delhi,Janakpuri,3577,1,2,1,No,24,26,21,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,1.84,2.6,5.23,4.94,4.23,5.83,53066650
Greater Noida,Knowledge Park,1916,3,3,1,Yes,1,3,6,Fully Furnished,South,Yes,Yes,No,No,Yes,No,8.87,0.83,0.95,5.54,13.54,9.06,19477225
Gurugram,DLF Phase 3,2863,1,2,3,Yes,15,16,24,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,8.21,3.2,1.87,1.45,11.77,2.46,33281056
Greater Noida,Alpha 1,1620,3,2,1,No,22,26,19,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,10.66,6.14,3.43,4.88,14.88,13.06,9836853
Noida,Sector 150,2476,2,2,3,Yes,1,7,13,Unfurnished,West,No,Yes,No,Yes,No,No,7.45,4.4,2.26,3.18,5.71,1.3,21914534
Ghaziabad,Indirapuram,4356,2,1,0,Yes,18,24,8,Unfurnished,South,No,Yes,Yes,Yes,Yes,Yes,7.94,0.43,5.75,8.58,4.38,10.78,29300065
Gurugram,DLF Phase 3,3650,1,1,2,No,19,28,14,Unfurnished,East,No,Yes,No,No,Yes,No,8.42,6.62,1.69,6.86,0.48,0.71,48474619
Greater Noida,Pari Chowk,1572,5,5,3,Yes,1,2,18,Unfurnished,North,Yes,No,No,Yes,Yes,Yes,10.63,0.39,3.96,9.88,1.65,15.83,11541823
Noida,Sector 137,2085,5,4,1,No,5,21,18,Fully Furnished,South,No,Yes,Yes,Yes,Yes,Yes,10.83,5.53,4.24,9.25,14.05,19.47,24448048
Faridabad,Green Fields,1390,4,3,3,No,2,14,10,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,0.96,5.1,1.72,6.45,6.57,7.05,12073636
Noida,Sector 150,2224,1,1,3,Yes,18,23,12,Unfurnished,North,No,Yes,No,Yes,Yes,Yes,11.18,5.62,3.39,1.2,7.78,16.56,29245004
Gurugram,Sohna Road,3210,3,3,3,No,15,16,21,Fully Furnished,South,No,Yes,No,No,No,Yes,9.02,0.7,2.12,6.36,9.97,14.86,52043842
Gurugram,Sector 57,566,1,2,1,Yes,15,29,20,Unfurnished,North,No,Yes,No,No,Yes,Yes,11.23,2.8,2.51,1.67,2.81,10.16,8308982
Delhi,Janakpuri,1599,2,1,1,No,25,28,7,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,4.9,7.98,4.95,9.74,11.9,14.09,24591101
Greater Noida,Knowledge Park,3239,5,4,0,No,24,26,6,Semi-Furnished,North,No,Yes,No,No,Yes,No,1.56,4.68,0.22,7.76,8.25,16.34,30985142
Ghaziabad,Indirapuram,2777,1,1,0,No,17,25,4,Unfurnished,South,Yes,Yes,Yes,Yes,No,No,0.44,6.62,5.7,1.41,0.51,7.44,18174241
Gurugram,Sohna Road,3817,1,2,1,Yes,8,29,17,Semi-Furnished,East,No,Yes,No,No,Yes,No,2.58,7.08,2.98,4.92,1.75,0.55,45542824
Noida,Sector 150,3568,1,2,3,Yes,25,28,7,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,Yes,7.82,3.43,4.85,9.21,10.9,4.29,43198870
