Property_ID,City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
PROP28161,Ghaziabad,Vaishali,516,3,2,3,Yes,14,20,23,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,8.79,3.68,1.92,8.46,2.07,5.48,4671297
PROP28162,Delhi,Rohini,2696,3,3,1,No,10,26,12,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,Yes,1.29,7.79,3.11,0.85,1.71,19.05,42454096
PROP28163,Delhi,Janakpuri,1666,4,3,1,Yes,0,4,2,Fully Furnished,West,No,Yes,Yes,No,No,No,2.49,0.26,5.24,2.21,11.98,14.13,23253974
PROP28164,Gurugram,Sector 57,477,5,5,0,Yes,0,5,20,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,11.18,1.65,0.52,0.85,6,10.4,5777691
PROP28165,Greater Noida,Pari Chowk,3382,5,5,2,Yes,19,29,24,Unfurnished,South,No,Yes,Yes,Yes,No,No,7.58,6.97,3.86,1.27,9.73,16.63,24596583
PROP28166,Gurugram,Sector 57,2724,5,5,3,Yes,3,14,3,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,2.18,0.55,1.89,9.52,12.35,11.57,26886591
PROP28167,Ghaziabad,Indirapuram,2769,2,1,2,Yes,4,22,1,Unfurnished,West,No,Yes,No,Yes,No,Yes,8.72,4.36,5.21,4.4,11.97,16.76,21488641
PROP28168,Delhi,Dwarka,4000,2,1,1,Yes,20,28,20,Unfurnished,North,Yes,Yes,No,No,No,Yes,3.18,0.37,0.52,2.37,6.86,5.67,51042776
PROP28169,Noida,Sector 78,3947,4,4,1,No,10,24,3,Unfurnished,East,No,Yes,No,No,No,No,0.21,6.15,3.76,9.7,7.24,4.36,52567392
PROP28170,Ghaziabad,Indirapuram,1324,4,3,2,No,5,29,24,Fully Furnished,East,Yes,Yes,Yes,No,Yes,Yes,1.05,0.61,5.66,8.91,0.48,8.45,9522515
PROP28171,Noida,Sector 62,1272,1,1,3,No,3,24,5,Unfurnished,East,Yes,Yes,No,Yes,Yes,Yes,4.64,5.08,2.05,8.48,14.78,13.56,13078413
PROP28172,Noida,Sector 50,2733,3,2,2,Yes,15,30,12,Fully Furnished,West,Yes,Yes,No,Yes,Yes,No,4.21,5.93,0.52,8.82,11.11,9.17,28385500
PROP28173,Faridabad,Sector 21,3187,5,5,3,No,20,27,23,Semi-Furnished,West,Yes,Yes,No,Yes,No,No,8.98,0.79,3.43,3.76,1.13,12.63,22583466
PROP28174,Delhi,Janakpuri,2702,2,2,1,No,5,11,14,Fully Furnished,West,No,Yes,Yes,Yes,No,Yes,2.07,6.42,4.39,2.4,7.66,2.58,38004253
PROP28175,Faridabad,Sector 21,3541,5,5,0,Yes,8,9,9,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,7.16,4.53,3.19,8.3,9.8,3.24,18935625
PROP28176,Greater Noida,Knowledge Park,1068,4,4,3,Yes,24,29,1,Semi-Furnished,West,Yes,Yes,No,No,Yes,Yes,2.6,4.8,4.01,3.44,2.7,2.07,9884822
PROP28177,Gurugram,DLF Phase 3,731,5,5,0,Yes,1,25,9,Unfurnished,North,No,Yes,Yes,No,No,Yes,1.37,7.76,4.71,1.84,9.65,4.89,8886724
PROP28178,Greater Noida,Alpha 1,4234,3,2,1,Yes,11,29,7,Unfurnished,West,Yes,Yes,No,No,No,No,10.77,1.24,2.6,6.51,0.68,8.08,29730496
PROP28179,Faridabad,Sector 15,478,4,4,1,No,4,5,9,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,11.34,2.16,5.25,2.21,13.32,2.42,5093217
PROP28180,Greater Noida,Gamma 1,2905,3,2,1,Yes,4,8,10,Unfurnished,East,Yes,Yes,No,Yes,No,Yes,7.61,1.72,3,5.06,4.38,12.9,28414643
PROP28181,Ghaziabad,Raj Nagar,4022,2,2,3,No,2,6,18,Unfurnished,North,No,Yes,Yes,Yes,Yes,Yes,9.98,6.39,5.83,9.85,14.03,9.21,31380746
PROP28182,Greater Noida,Knowledge Park,590,2,1,2,No,17,24,13,Semi-Furnished,East,No,Yes,No,No,No,No,7.93,6.79,4.52,5.08,11.61,1.5,4740384
PROP28183,Ghaziabad,Kaushambi,1783,5,4,2,No,12,26,0,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,6.75,3.33,2.32,7.29,14.45,4.74,12998499
PROP28184,Noida,Sector 78,3844,2,1,1,No,17,20,14,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,1.25,4.38,3.36,6.53,14.66,2.05,40483934
PROP28185,Gurugram,DLF Phase 3,3857,3,3,3,Yes,0,26,21,Semi-Furnished,South,No,Yes,No,No,No,No,8.81,2.85,5.03,7.23,9.49,5.33,53811789
PROP28186,Delhi,Pitampura,2430,3,2,2,Yes,3,26,9,Fully Furnished,West,No,Yes,Yes,Yes,No,Yes,4.53,4.46,0.52,1.06,0.49,3.79,25448848
PROP28187,Delhi,Dwarka,1460,4,3,1,Yes,3,12,22,Unfurnished,East,No,Yes,No,Yes,Yes,No,10.89,1.43,5.22,1.27,0.45,1.25,17629768
PROP28188,Ghaziabad,Kaushambi,2716,3,3,0,Yes,14,19,11,Fully Furnished,South,Yes,Yes,No,Yes,No,No,10.32,3.38,1.71,8.13,6.38,9.14,19682826
PROP28189,Delhi,Rohini,1398,4,3,0,No,6,8,3,Unfurnished,North,No,Yes,No,Yes,No,Yes,2.96,3.62,1.89,1.33,12.11,16.75,23822111
PROP28190,Noida,Sector 50,2867,5,4,0,No,14,20,22,Unfurnished,East,Yes,Yes,Yes,Yes,No,Yes,4.11,2.6,1.61,4.59,4.81,8.55,31525877
PROP28191,Faridabad,Green Fields,4356,1,2,2,Yes,15,18,4,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,3.84,5.97,5.9,3.84,8.08,9.54,27837492
PROP28192,Faridabad,Sector 21,3012,3,2,2,Yes,12,27,15,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,0.62,0.96,2.61,7.81,8.82,7.1,23473247
PROP28193,Noida,Sector 150,1000,4,3,3,Yes,19,22,24,Semi-Furnished,South,No,Yes,No,No,Yes,No,5.64,4.89,2.81,6.19,13.15,0.87,14407019
PROP28194,Gurugram,DLF Phase 1,2604,4,3,3,Yes,8,19,1,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,3.1,0.82,4.59,3.06,4.48,17.97,41645409
PROP28195,Gurugram,Sohna Road,1584,3,3,0,Yes,14,23,20,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,9.16,5.65,5.1,4.42,5.55,10.78,20845810
PROP28196,Noida,Sector 62,2966,4,4,3,Yes,11,26,18,Fully Furnished,West,Yes,Yes,Yes,Yes,No,Yes,0.85,2.12,1.78,2.52,5.16,16.03,29698672
PROP28197,Noida,Sector 78,1195,3,3,3,Yes,12,25,15,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,No,7.99,0.64,5.19,8.98,11.54,14.63,14420379
PROP28198,Faridabad,NIT,4082,3,3,0,Yes,13,18,11,Unfurnished,West,No,Yes,Yes,No,No,Yes,3.01,4.71,0.3,3.98,14.09,16.26,25630758
PROP28199,Faridabad,Green Fields,3008,5,4,0,No,23,27,24,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,0.59,1.18,3.69,6.97,14.76,17.6,22630991
PROP28200,Ghaziabad,Kaushambi,2213,5,4,2,Yes,8,17,12,Fully Furnished,East,No,Yes,No,Yes,Yes,No,6.8,5.55,4.52,2.53,13.75,6.81,14573192
PROP28201,Gurugram,Sector 57,1743,1,2,3,No,4,5,6,Semi-Furnished,North,No,Yes,No,No,Yes,Yes,11.29,5.15,3.52,9.69,10.74,13.21,17282918
PROP28202,Gurugram,Sohna Road,4244,5,5,1,Yes,14,24,0,Semi-Furnished,North,No,Yes,Yes,No,Yes,Yes,1.63,5.8,5.29,6.47,7.37,9.2,62921494
PROP28203,Ghaziabad,Raj Nagar,2700,1,2,2,No,25,27,23,Semi-Furnished,South,Yes,Yes,Yes,No,No,No,1.89,6.11,2.37,7.55,7.55,12.42,19964736
PROP28204,Gurugram,Sector 57,667,2,1,2,No,0,12,5,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,5.41,2.08,5.74,6.17,6.02,2.13,8096105
PROP28205,Faridabad,Sector 37,3347,3,2,3,Yes,4,6,19,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,1.46,2.72,1.42,9.33,12.9,15.33,28011257
PROP28206,Ghaziabad,Kaushambi,3710,3,3,2,,22,28,8,Unfurnished,North,No,Yes,No,No,,Yes,,6.19,3.44,8.38,4.75,0.54,
PROP28207,Gurugram,Sector 57,4209,3,2,3,No,11,13,9,Semi-Furnished,East,Yes,Yes,Yes,Yes,Yes,No,7.2,2.74,5.96,2.23,3.01,17.63,62767907
PROP28208,Delhi,Janakpuri,995,2,2,3,No,16,28,13,Fully Furnished,North,Yes,Yes,No,No,No,Yes,11.42,7.41,5.49,6.3,13.31,4.65,12918518
PROP28209,Noida,Sector 50,1381,4,4,0,No,16,17,3,Unfurnished,West,No,Yes,No,Yes,Yes,Yes,11.49,1.33,3.91,8.9,3.11,3.02,11446997
PROP28210,Ghaziabad,Vaishali,1584,4,4,2,No,11,29,6,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,3.73,3.82,4.31,6.83,12.82,17.95,10364604
PROP28211,Faridabad,Sector 37,3499,1,2,0,Yes,12,25,2,Unfurnished,West,Yes,Yes,No,Yes,Yes,Yes,8.38,6.75,0.73,0.63,7.84,5.22,30720235
PROP28212,Ghaziabad,Raj Nagar,2127,5,4,1,Yes,14,26,18,Unfurnished,West,Yes,Yes,No,Yes,No,Yes,1.45,5.98,5.17,7.34,7.94,13.17,19256377
PROP28213,Noida,Sector 137,3050,2,2,0,Yes,4,13,21,Fully Furnished,North,No,Yes,Yes,Yes,No,Yes,0.11,5.56,0.96,8.97,5.46,5.63,26603650
PROP28214,Noida,Sector 78,3338,4,4,2,No,2,13,10,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,10.44,5.45,1.07,7.33,10.45,8.1,35714564
PROP28215,Gurugram,Golf Course Road,947,5,5,0,Yes,11,30,21,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,8.43,0.63,2.5,7.43,11.3,14.75,10964204
PROP28216,Faridabad,Sector 21,3177,3,2,0,Yes,7,30,11,Semi-Furnished,West,No,Yes,Yes,No,No,No,10.09,4.56,2.78,4.78,8.41,16.66,24890981
PROP28217,Gurugram,DLF Phase 1,686,4,3,2,No,14,26,3,Fully Furnished,North,No,Yes,Yes,No,No,Yes,7.25,2.78,5.58,7.16,0.92,3.89,9990908
PROP28218,Faridabad,Sector 15,2967,5,5,1,No,23,25,12,Fully Furnished,East,Yes,Yes,Yes,Yes,No,No,10.07,1.12,4.33,9.9,5.73,3.92,21404901
PROP28219,Faridabad,Sector 37,907,2,2,0,Yes,22,28,23,Fully Furnished,East,No,Yes,Yes,Yes,No,Yes,11.58,0.53,1.61,1.61,10.59,0.61,6527085
PROP28220,Faridabad,Green Fields,2866,2,1,0,Yes,4,5,15,Fully Furnished,North,No,Yes,No,Yes,No,Yes,11.74,4.58,2.39,3.08,9.81,19.59,14464500
PROP28221,Gurugram,DLF Phase 3,3373,3,3,0,No,20,25,10,Semi-Furnished,South,No,Yes,Yes,No,No,Yes,11.39,4.06,5.26,4.89,13.01,18.8,33572831
PROP28222,Ghaziabad,Kaushambi,3472,2,2,3,No,10,21,1,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,10.68,3.59,4.52,8.37,12.1,17.56,29772635
PROP28223,Gurugram,Sohna Road,1488,4,4,0,Yes,14,26,7,Unfurnished,South,No,Yes,No,Yes,No,Yes,11.51,0.53,1.94,7.72,14.36,5.12,21723334
PROP28224,Faridabad,Sector 15,2623,1,1,2,No,2,17,18,Fully Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,3.61,6.77,1.73,1.76,0.67,7.34,17775683
PROP28225,Noida,Sector 50,1167,1,1,1,No,25,27,3,Fully Furnished,South,No,Yes,Yes,Yes,No,No,1.23,4.37,2.29,7.4,3.74,14.23,16192931
PROP28226,Ghaziabad,Kaushambi,1158,3,2,2,Yes,21,26,7,Unfurnished,West,No,Yes,No,No,Yes,No,4.09,5.09,4.41,6.84,2.58,9,10794120
PROP28227,Noida,Sector 150,2185,1,2,1,Yes,8,12,6,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,8.42,6.64,4.71,3.98,6.97,15.16,24550549
PROP28228,Noida,Sector 137,3400,3,3,1,Yes,24,26,4,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,1.96,3.45,2.89,2.49,12.72,4.76,41137597
PROP28229,Gurugram,DLF Phase 3,872,2,2,2,No,6,15,22,Semi-Furnished,South,Yes,Yes,No,No,No,No,11.73,1.12,1.72,4.94,0.75,1.98,13919514
PROP28230,Ghaziabad,Crossings Republik,3096,5,5,0,Yes,4,22,23,Fully Furnished,East,No,Yes,Yes,No,Yes,No,10.07,2.47,0.63,1.9,12.86,13.08,21236518
PROP28231,Faridabad,Sector 37,3946,4,3,2,No,18,27,5,Unfurnished,North,Yes,Yes,Yes,No,No,Yes,8.62,5.22,1.37,6.31,14,9.35,29332685
PROP28232,Delhi,Dwarka,1524,4,3,2,Yes,21,27,6,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,8.92,2.72,1.23,6.99,11.44,18.89,15779219
PROP28233,Gurugram,DLF Phase 1,4437,1,2,0,No,7,30,4,Unfurnished,East,Yes,Yes,No,Yes,No,Yes,8.75,1.92,1.41,8.62,0.54,14.6,72178759
PROP28234,Noida,Sector 150,1626,2,2,2,Yes,7,29,2,Unfurnished,South,Yes,Yes,Yes,No,No,No,2.8,5.39,3.03,9.52,3.58,19.93,22789492
PROP28235,Greater Noida,Alpha 1,2690,2,2,3,Yes,10,16,4,Fully Furnished,West,No,Yes,No,No,Yes,No,7.67,0.7,3.66,7.34,10.12,0.9,21312521
PROP28236,Faridabad,NIT,1745,3,2,0,No,1,17,18,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,Yes,11.85,6.99,0.7,2.72,12.31,16.31,15575899
PROP28237,Delhi,Saket,936,2,1,1,Yes,15,21,1,Fully Furnished,East,Yes,Yes,No,No,Yes,Yes,4.63,5.03,5.23,3.51,8.02,1.87,11289610
PROP28238,Noida,Sector 137,3857,4,4,1,Yes,24,30,22,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,9.85,2.92,5.93,2.23,11.33,14.5,50721774
PROP28239,Faridabad,Sector 21,556,4,4,3,No,24,30,1,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,11.82,4.27,5.84,6.58,4.34,12.04,5125267
PROP28240,Delhi,Rohini,1018,3,2,2,Yes,3,28,17,Semi-Furnished,South,No,Yes,No,No,Yes,No,1.97,3.5,5.73,1.9,4.74,5.72,18585031
PROP28241,Greater Noida,Gamma 1,4485,1,1,3,No,3,15,20,Fully Furnished,West,Yes,Yes,Yes,No,Yes,No,1.67,3.27,5.82,1.02,14.95,7.18,34119599
PROP28242,Greater Noida,Alpha 1,767,3,3,3,No,4,14,17,Unfurnished,South,No,Yes,No,Yes,Yes,No,11.32,0.36,2.34,7.63,6.88,18.91,7702629
PROP28243,Noida,Sector 62,2514,2,2,0,Yes,13,16,7,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,2.57,7,2.3,8.66,4,9.02,33103487
PROP28244,Delhi,Dwarka,4427,1,2,2,No,3,25,24,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,7.15,4.86,5.72,5.21,0.48,14.04,44349713
PROP28245,Greater Noida,Knowledge Park,4332,4,3,3,Yes,2,5,7,Fully Furnished,South,Yes,Yes,No,Yes,Yes,No,3.2,3.55,2.91,7.6,4.89,15.26,45362742
PROP28246,Noida,Sector 150,4031,2,1,2,No,18,22,14,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,8.84,1.99,0.49,2.99,6.73,12.74,40084363
PROP28247,Greater Noida,Gamma 1,1033,5,5,3,Yes,23,28,21,Semi-Furnished,South,No,Yes,No,Yes,No,No,6.16,2.39,4.21,0.93,7.68,4.44,8889389
PROP28248,Ghaziabad,Indirapuram,973,1,1,1,No,23,26,15,Unfurnished,West,Yes,Yes,No,Yes,No,No,3.9,2.11,2.66,1.28,13.46,9.28,8192370
PROP28249,Greater Noida,Beta 2,2629,2,2,3,No,2,22,8,Unfurnished,East,Yes,Yes,Yes,No,No,Yes,5.42,7.69,2.5,3.74,13.06,8.63,19303153
PROP28250,Delhi,Saket,4188,4,3,0,,23,25,1,Semi-Furnished,East,No,Yes,No,No,,No,,7.12,0.29,7.81,13.09,19.38,
PROP28251,Noida,Sector 78,1983,4,4,2,Yes,13,16,21,Unfurnished,South,No,Yes,Yes,No,Yes,No,8.75,3.04,1.85,6.25,13.07,1.85,25168857
PROP28252,Delhi,Dwarka,3148,3,3,2,No,14,19,10,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,2.35,2.91,2.42,0.52,9.05,2.97,37722948
PROP28253,Gurugram,Sector 57,1780,3,2,3,Yes,0,13,16,Unfurnished,South,No,Yes,Yes,No,No,Yes,11.26,1.08,4.62,8.03,10.98,1.27,17057347
PROP28254,Noida,Sector 78,4160,4,4,1,Yes,23,24,6,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,0.21,1.09,3.01,4.69,7.91,6.11,43993870
PROP28255,Ghaziabad,Crossings Republik,1269,2,1,2,No,8,28,8,Unfurnished,East,Yes,Yes,No,Yes,No,No,2.13,7.59,4.41,9.82,7.65,12.38,12679497
PROP28256,Ghaziabad,Crossings Republik,2813,1,2,2,No,10,21,15,Fully Furnished,East,No,Yes,Yes,No,Yes,No,5.27,5.61,5.54,5.3,4.43,0.57,21145528
PROP28257,Faridabad,NIT,808,2,2,1,No,9,21,3,Semi-Furnished,South,Yes,Yes,No,Yes,No,No,11.74,2.65,0.38,8.55,1.35,18.48,5865938
PROP28258,Noida,Sector 62,1330,2,1,3,Yes,7,9,6,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,7.37,2.81,5.72,6.89,10.62,0.95,13482412
PROP28259,Delhi,Saket,4085,1,1,2,Yes,23,30,14,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,1.6,2.26,1.31,4.43,8.19,19.24,70972595
PROP28260,Gurugram,Golf Course Road,4439,3,3,1,,11,24,13,Semi-Furnished,East,Yes,Yes,No,No,,No,,6.55,1.52,7.19,2.37,9.86,
PROP28261,Delhi,Pitampura,3757,4,4,3,No,16,24,1,Unfurnished,South,Yes,Yes,Yes,No,Yes,Yes,9.41,1.61,2.36,9.07,10,7.16,55914583
PROP28262,Faridabad,Sector 15,1651,5,5,2,Yes,21,22,11,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,3.8,2.35,1.99,6.99,5.99,6.58,14127310
PROP28263,Delhi,Rohini,4286,1,1,2,No,11,23,22,Semi-Furnished,South,No,Yes,No,No,Yes,No,5.83,1.55,3.87,7.73,3.24,5.14,52844061
PROP28264,Gurugram,DLF Phase 1,2745,5,5,1,Yes,22,28,19,Fully Furnished,East,Yes,Yes,No,Yes,Yes,No,0.23,4.99,2.16,8.48,7.14,3.09,48149698
PROP28265,Delhi,Janakpuri,520,2,1,3,Yes,16,19,2,Unfurnished,East,Yes,Yes,No,No,Yes,Yes,0.73,7.37,1.76,3.6,9.36,11.72,9634619
PROP28266,Ghaziabad,Raj Nagar,1805,4,3,3,Yes,16,17,20,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,7.6,3.98,5.23,8.47,8,13.98,18070472
PROP28267,Noida,Sector 137,841,5,5,2,No,21,25,5,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,No,1.49,5.9,2.16,5.46,5.05,14.96,10080134
PROP28268,Delhi,Rohini,2108,5,5,0,Yes,16,20,16,Unfurnished,North,No,Yes,Yes,No,Yes,Yes,9.64,3.75,4.71,2.38,9.37,5.18,21795077
PROP28269,Greater Noida,Pari Chowk,3327,4,3,2,No,1,29,24,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,Yes,3.03,0.37,3.32,7.17,5.53,3.83,34926117
PROP28270,Noida,Sector 78,2837,3,3,1,No,20,21,18,Fully Furnished,East,Yes,Yes,Yes,No,Yes,Yes,1.25,6.08,1.41,3.5,3.99,15.4,38591276
PROP28271,Greater Noida,Knowledge Park,3535,2,1,3,No,17,22,22,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,1.31,5.55,2.27,4.99,11.29,9.09,35153930
PROP28272,Noida,Sector 62,2407,5,4,1,Yes,16,28,21,Unfurnished,West,No,Yes,Yes,No,No,Yes,9.08,7.51,5.78,9.01,6.01,19.99,29864537
PROP28273,Ghaziabad,Vaishali,3859,1,1,2,No,21,30,16,Unfurnished,East,No,Yes,Yes,Yes,Yes,Yes,8.45,4.59,3.21,3.96,8.29,13.78,29735509
PROP28274,Ghaziabad,Vaishali,1514,1,2,0,Yes,12,28,2,Fully Furnished,South,No,Yes,Yes,Yes,No,Yes,0.23,0.43,2.81,7.51,13.04,13.24,10038133
PROP28275,Faridabad,Sector 15,1855,3,3,0,No,3,21,25,Unfurnished,East,Yes,Yes,No,No,Yes,No,11.44,1.4,2.31,8.3,4.7,19.53,11814337
PROP28276,Faridabad,Sector 15,3190,2,1,1,No,24,28,17,Fully Furnished,North,No,Yes,No,Yes,Yes,Yes,3.27,4.42,2.23,3.3,14.07,8.48,20360533
PROP28277,Delhi,Janakpuri,814,4,3,1,Yes,0,13,10,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,3.69,3.66,4.23,2.23,14,7.55,13246718
PROP28278,Faridabad,NIT,2439,2,1,3,No,3,23,6,Semi-Furnished,West,Yes,Yes,No,Yes,No,Yes,7.87,6.44,0.95,8.98,11.35,5.84,21925959
PROP28279,Greater Noida,Alpha 1,3273,5,4,2,No,0,9,24,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,3.6,2.16,5.81,9.16,11.44,9.05,29796123
PROP28280,Ghaziabad,Crossings Republik,2710,3,2,3,,17,27,11,Semi-Furnished,North,No,Yes,Yes,No,,Yes,,0.76,5.7,1.84,7.61,11.47,
PROP28281,Greater Noida,Pari Chowk,4346,1,1,3,No,25,26,5,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,10.24,5.05,2.32,8.46,2.98,11.57,34245447
PROP28282,Faridabad,Green Fields,2868,5,4,2,Yes,0,14,23,Unfurnished,South,Yes,Yes,Yes,Yes,No,No,7.26,4.65,2.49,4.46,2.45,10.06,17191524
PROP28283,Greater Noida,Pari Chowk,2209,4,4,0,No,13,15,1,Semi-Furnished,East,No,Yes,Yes,No,Yes,No,1.66,5.25,3.21,9.93,12.26,3.37,17777661
PROP28284,Gurugram,Golf Course Road,1574,2,2,0,Yes,13,27,10,Semi-Furnished,North,Yes,Yes,No,No,No,No,2.95,4.77,4.01,1.51,2.71,11.73,26172139
PROP28285,Greater Noida,Beta 2,792,1,2,1,Yes,3,13,4,Semi-Furnished,West,No,Yes,No,No,No,No,1.1,2.24,1.2,2.54,7.95,10.95,6181471
PROP28286,Gurugram,DLF Phase 1,1178,1,1,2,Yes,4,6,0,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,No,7.45,4.97,5.54,7.02,12.61,9.52,19176406
PROP28287,Noida,Sector 62,2510,3,2,1,No,10,23,22,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,9.56,4.18,2.37,1.45,6.37,10.56,22597137
PROP28288,Gurugram,Sector 57,3411,2,1,1,No,9,26,1,Semi-Furnished,West,No,Yes,No,Yes,Yes,No,3.53,4.96,3.7,1.13,13.22,2.86,38965270
PROP28289,Gurugram,Sohna Road,610,5,5,3,No,3,8,0,Unfurnished,West,No,Yes,No,No,Yes,No,4.82,6.3,5.29,6,5.57,3.86,10090022
PROP28290,Noida,Sector 137,726,3,3,3,Yes,22,26,9,Fully Furnished,East,Yes,Yes,Yes,Yes,No,Yes,5.98,7.58,1.14,4.54,6.66,17.49,7712217
PROP28291,Noida,Sector 137,2896,3,3,0,No,21,22,17,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,1.32,3.32,2.69,5.35,3.12,16.43,27067298
PROP28292,Faridabad,Sector 21,4142,2,1,2,Yes,3,30,22,Unfurnished,East,Yes,Yes,No,No,No,No,5.75,7.39,1.43,2.95,14.45,12.09,22857182
PROP28293,Gurugram,DLF Phase 3,4140,5,4,2,,18,30,11,Semi-Furnished,West,No,Yes,Yes,No,,No,,1.56,2.07,2.29,5.25,14.12,
PROP28294,Greater Noida,Gamma 1,1961,2,1,3,No,18,21,15,Unfurnished,East,No,Yes,No,Yes,No,No,1.71,2.92,1.43,4.64,10.63,7.58,12227036
PROP28295,Greater Noida,Pari Chowk,2942,4,3,2,No,16,23,3,Semi-Furnished,North,No,Yes,Yes,No,No,Yes,4.52,1.96,4.19,3.04,1.16,5.27,23152554
PROP28296,Ghaziabad,Vaishali,2578,1,2,0,Yes,19,30,10,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,5.18,6.98,5.94,7.76,14.93,4.27,24131375
PROP28297,Ghaziabad,Crossings Republik,3842,2,1,1,Yes,20,30,22,Semi-Furnished,South,No,Yes,No,No,Yes,No,9.48,5.87,0.23,3.76,5.79,19.1,22559126
PROP28298,Noida,Sector 62,3637,5,4,2,Yes,17,19,13,Semi-Furnished,West,No,Yes,Yes,No,Yes,No,6.7,5.67,1.06,2.11,13.69,9.8,42328937
PROP28299,Ghaziabad,Raj Nagar,943,3,2,1,Yes,10,28,4,Semi-Furnished,West,No,Yes,No,No,No,No,8.49,1.47,4.22,10,14.82,2.69,7633382
PROP28300,Faridabad,Sector 37,1991,1,2,1,No,3,11,6,Unfurnished,South,No,Yes,No,No,No,Yes,1.4,2.1,5.4,4.85,10.68,8.85,9894933
PROP28301,Noida,Sector 137,4171,4,4,1,No,7,12,12,Unfurnished,East,Yes,Yes,No,Yes,Yes,Yes,11.84,3.83,2.39,3.67,0.25,18.84,46655326
PROP28302,Gurugram,DLF Phase 3,1486,1,2,0,,12,16,1,Fully Furnished,North,Yes,Yes,No,Yes,,No,,1.1,3.19,9.8,14.89,14.12,
PROP28303,Delhi,Dwarka,3923,3,3,0,No,11,24,11,Unfurnished,North,No,Yes,No,No,No,Yes,1.66,2.02,0.95,9.28,2.39,2.74,43038801
PROP28304,Faridabad,Sector 21,1714,2,1,0,No,3,17,7,Unfurnished,North,Yes,Yes,Yes,No,No,No,8.12,7.14,0.85,3.83,4.18,15.67,10696861
PROP28305,Faridabad,Green Fields,2897,5,4,3,Yes,23,27,3,Semi-Furnished,South,No,Yes,No,No,No,No,10.49,4.66,0.47,1.88,12.88,16.98,23189977
PROP28306,Greater Noida,Knowledge Park,4262,3,2,0,Yes,23,30,20,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,2.92,7.03,4.38,8.91,0.4,17.58,28396745
PROP28307,Noida,Sector 50,1998,3,3,3,Yes,1,26,22,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,7.02,6.46,2.59,1.85,6.19,2.94,23673044
PROP28308,Noida,Sector 78,2894,4,3,3,No,14,25,0,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,6.42,2.61,4.3,1.59,1.91,18.13,27320736
